"species","Year","JulianDay"
"Cenostigma pluviosum","2002",334
"Cenostigma pluviosum","1983",301
"Cenostigma pluviosum","1974",282
"Cenostigma pluviosum","2001",292
"Cenostigma pluviosum","1993",300
"Cenostigma pluviosum","1985",282
"Cenostigma pluviosum","1983",357
"Cenostigma pluviosum","1940",277
"Cenostigma pluviosum","2008",347
"Cenostigma pluviosum","2008",320
"Cenostigma pluviosum","2009",349
"Cenostigma pluviosum","2003",323
"Cenostigma pluviosum","2003",16
"Cenostigma pluviosum","2003",351
"Cenostigma pluviosum","1940",277
"Cenostigma pluviosum","1959",4
"Cenostigma pluviosum","1894",361
"Cenostigma pluviosum","1883",322
"Cenostigma pluviosum","1867",283
"Cenostigma pluviosum","1984",300
